visitorid,time_to_abandon_min,time_bucket,bucket_order
209022,"1472,2134833333332",>24h,7
209227,"619,6301666666666",6-12h,5
209328,"0,10990000000000001",<30min,1
209345,"4051,325116666667",>24h,7
209365,"0,0",<30min,1
209379,"0,0",<30min,1
209408,"0,0",<30min,1
209430,"0,0",<30min,1
209506,"10031,544833333332",>24h,7
209508,"0,0",<30min,1
209542,"0,0",<30min,1
209781,"0,0",<30min,1
209841,"0,0",<30min,1
209844,"76587,77395",>24h,7
209932,"0,0",<30min,1
209985,"7082,717699999999",>24h,7
210042,"1519,2071333333333",>24h,7
210096,"137,19369999999998",1-3h,3
210107,"0,0",<30min,1
210152,"0,0",<30min,1
210170,"89,46473333333333",1-3h,3
210201,"0,0",<30min,1
210216,"0,0",<30min,1
210290,"0,0",<30min,1
210350,"1,8880000000000001",<30min,1
210364,"0,0",<30min,1
210464,"0,0",<30min,1
210502,"46838,36251666667",>24h,7
210788,"13,483783333333333",<30min,1
210824,"0,0",<30min,1
210828,"15,3681",<30min,1
210924,"0,0",<30min,1
210948,"0,6705333333333333",<30min,1
210977,"12,473783333333333",<30min,1
211074,"0,0",<30min,1
211151,"0,0",<30min,1
211181,"0,0",<30min,1
211564,"1244,7796",12-24h,6
211644,"1,5897333333333334",<30min,1
211655,"0,6803666666666667",<30min,1
211761,"0,0",<30min,1
211904,"0,0",<30min,1
211937,"0,0",<30min,1
212007,"1324,1045166666665",12-24h,6
212010,"0,0",<30min,1
212044,"0,0",<30min,1
212125,"0,0",<30min,1
212223,"10,552850000000001",<30min,1
212343,"0,0",<30min,1
212367,"12708,74495",>24h,7
212385,"3,4472",<30min,1
212396,"0,0",<30min,1
212402,"881,3787833333333",12-24h,6
212404,"0,84165",<30min,1
212444,"1,0266666666666666",<30min,1
212447,"0,0005333333333333334",<30min,1
212525,"1982,7584833333335",>24h,7
212558,"5,967283333333333",<30min,1
212565,"0,0",<30min,1
212588,"6,4605",<30min,1
212599,"0,0",<30min,1
212629,"24,8665",<30min,1
212815,"6,623033333333334",<30min,1
212870,"13,703583333333334",<30min,1
212968,"0,0",<30min,1
213035,"2,504116666666667",<30min,1
213214,"4070,0295666666666",>24h,7
213413,"0,0",<30min,1
213548,"5,489766666666667",<30min,1
213578,"172,32641666666666",1-3h,3
213585,"20,043433333333333",<30min,1
213586,"1350,7917333333332",12-24h,6
213608,"18,29015",<30min,1
213636,"0,0",<30min,1
213642,"0,0",<30min,1
213679,"1771,6275666666666",>24h,7
213690,"0,0",<30min,1
213723,"20203,338766666664",>24h,7
213804,"0,10406666666666667",<30min,1
213843,"4,132133333333333",<30min,1
213892,"0,38008333333333333",<30min,1
213977,"0,0",<30min,1
214002,"0,0",<30min,1
214003,"0,0",<30min,1
214081,"0,8337166666666668",<30min,1
214089,"0,8062",<30min,1
214126,"78204,67623333333",>24h,7
214154,"1624,61395",>24h,7
214199,"9206,709133333332",>24h,7
214205,"0,0",<30min,1
214279,"93754,988",>24h,7
214389,"0,0",<30min,1
214395,"0,0",<30min,1
214405,"1,4710333333333334",<30min,1
214459,"15444,158599999999",>24h,7
214491,"2831,00855",>24h,7
214492,"0,0",<30min,1
214552,"0,0",<30min,1
214589,"2,0037333333333334",<30min,1
214706,"1,95455",<30min,1
214733,"44684,494066666666",>24h,7
214748,"0,0",<30min,1
214791,"45114,99738333333",>24h,7
214855,"0,7591333333333333",<30min,1
215090,"1,94975",<30min,1
215096,"0,0",<30min,1
215108,"0,0",<30min,1
215153,"0,7154833333333334",<30min,1
215165,"0,0",<30min,1
215168,"7650,647333333333",>24h,7
215183,"27,08445",<30min,1
215247,"0,0",<30min,1
215298,"1171,1623",12-24h,6
215398,"1008,913",12-24h,6
215421,"0,0",<30min,1
215482,"0,0",<30min,1
215535,"0,0",<30min,1
215553,"6,072633333333333",<30min,1
215561,"0,0",<30min,1
215600,"0,0",<30min,1
215639,"0,49565000000000003",<30min,1
215671,"0,04106666666666667",<30min,1
215678,"0,0",<30min,1
215768,"0,0",<30min,1
215798,"0,0",<30min,1
215817,"0,0",<30min,1
215849,"0,0",<30min,1
215851,"0,0422",<30min,1
215865,"0,0",<30min,1
215868,"1,5412666666666666",<30min,1
215872,"0,0",<30min,1
215952,"171,38741666666667",1-3h,3
216016,"0,0",<30min,1
216176,"0,6947166666666666",<30min,1
216197,"0,0",<30min,1
216235,"0,0",<30min,1
216304,"0,0",<30min,1
216364,"15,866583333333333",<30min,1
216373,"0,0",<30min,1
216389,"0,0",<30min,1
216498,"1,6574166666666665",<30min,1
216525,"0,0",<30min,1
216526,"1364,49925",12-24h,6
216595,"0,0",<30min,1
216673,"0,0",<30min,1
216837,"8411,573433333333",>24h,7
216935,"0,0",<30min,1
216953,"0,0",<30min,1
216957,"0,0",<30min,1
217052,"3,9809666666666668",<30min,1
217091,"175,6683",1-3h,3
217095,"47654,2883",>24h,7
217183,"0,4465166666666667",<30min,1
217239,"0,0",<30min,1
217259,"0,0",<30min,1
217270,"2797,3168833333334",>24h,7
217292,"2164,9122333333335",>24h,7
217336,"7,723933333333333",<30min,1
217451,"1,5218333333333334",<30min,1
217531,"0,0",<30min,1
217560,"2,5482",<30min,1
217574,"0,0",<30min,1
217591,"14,577616666666668",<30min,1
217658,"5,408816666666667",<30min,1
217818,"11,954450000000001",<30min,1
217827,"0,0",<30min,1
217841,"0,0",<30min,1
217847,"19553,475566666668",>24h,7
217852,"2712,8990333333336",>24h,7
217873,"197,40735",3-6h,4
217918,"0,0",<30min,1
217921,"0,5740166666666667",<30min,1
217963,"0,0",<30min,1
217989,"0,0",<30min,1
218040,"0,0",<30min,1
218048,"0,0",<30min,1
218102,"2,9057166666666663",<30min,1
218313,"0,24211666666666665",<30min,1
218363,"30377,313033333332",>24h,7
218388,"0,0",<30min,1
218435,"0,0",<30min,1
218439,"0,4922666666666667",<30min,1
218443,"0,0",<30min,1
218515,"40141,65911666666",>24h,7
218539,"0,0",<30min,1
218542,"1,6121666666666667",<30min,1
218555,"0,0",<30min,1
218585,"0,0",<30min,1
218729,"6,531533333333333",<30min,1
218794,"0,25626666666666664",<30min,1
218811,"1,1221166666666667",<30min,1
218827,"0,0",<30min,1
218884,"6,112766666666667",<30min,1
218957,"2,552716666666667",<30min,1
218991,"2,1178166666666667",<30min,1
218999,"0,0",<30min,1
219144,"0,24138333333333334",<30min,1
219151,"0,0",<30min,1
219223,"0,0",<30min,1
219231,"0,0",<30min,1
219250,"7,818966666666666",<30min,1
219298,"0,0",<30min,1
219589,"2,9805833333333336",<30min,1
219658,"1765,3583666666666",>24h,7
219705,"781,4246333333334",12-24h,6
219722,"1,2073666666666665",<30min,1
219760,"0,0",<30min,1
219774,"1688,1124833333333",>24h,7
219797,"0,0",<30min,1
219834,"0,0",<30min,1
219894,"0,0",<30min,1
219917,"15,376683333333334",<30min,1
219931,"6305,742116666666",>24h,7
220004,"877,5237500000001",12-24h,6
220042,"0,0",<30min,1
220127,"0,0",<30min,1
220158,"335,03135000000003",3-6h,4
220207,"0,0",<30min,1
220237,"0,6026",<30min,1
220241,"1,5961666666666665",<30min,1
220299,"0,0",<30min,1
220349,"13,569016666666666",<30min,1
220354,"21,640733333333333",<30min,1
220439,"15,341216666666666",<30min,1
220617,"1,9293",<30min,1
220718,"0,0",<30min,1
220752,"7,01875",<30min,1
220765,"72383,0037",>24h,7
220773,"40,72398333333333",30-60min,2
220794,"0,0",<30min,1
220903,"0,0",<30min,1
220947,"1,7970166666666667",<30min,1
221077,"0,0",<30min,1
221090,"7,378033333333334",<30min,1
221100,"0,21933333333333332",<30min,1
221170,"96555,00598333334",>24h,7
221200,"0,0",<30min,1
221315,"14,734683333333333",<30min,1
221317,"0,0",<30min,1
221404,"0,0",<30min,1
221474,"1,2290999999999999",<30min,1
221497,"0,0",<30min,1
221545,"0,0",<30min,1
221574,"0,0",<30min,1
221590,"0,0",<30min,1
221593,"7,678216666666667",<30min,1
221680,"6,499383333333333",<30min,1
221702,"17181,871",>24h,7
221732,"4178,309083333334",>24h,7
221816,"0,0",<30min,1
221899,"5832,0489333333335",>24h,7
221935,"2,9715",<30min,1
222020,"10,166400000000001",<30min,1
222032,"4,122283333333333",<30min,1
222040,"0,0",<30min,1
222107,"0,0",<30min,1
222125,"1370,4710833333334",12-24h,6
222239,"0,0",<30min,1
222309,"451,13559999999995",6-12h,5
222345,"9,6627",<30min,1
222347,"0,19056666666666666",<30min,1
222348,"219,64656666666667",3-6h,4
222368,"0,5770166666666667",<30min,1
222477,"1034,5004833333335",12-24h,6
222504,"4,80385",<30min,1
222508,"1274,90295",12-24h,6
222552,"0,0",<30min,1
222558,"1,0532333333333335",<30min,1
222632,"0,11038333333333333",<30min,1
222658,"0,0",<30min,1
222660,"0,0",<30min,1
222665,"46,226016666666666",30-60min,2
222769,"0,0",<30min,1
222982,"3,5687833333333336",<30min,1
223063,"4,147883333333334",<30min,1
223076,"41,033350000000006",30-60min,2
223191,"0,0",<30min,1
223209,"20180,716433333335",>24h,7
223502,"0,00025",<30min,1
223570,"0,09148333333333333",<30min,1
223744,"4192,928266666667",>24h,7
223886,,,
223891,"132,96696666666668",1-3h,3
223892,"54910,83188333334",>24h,7
223999,"0,5308333333333334",<30min,1
224043,"0,0",<30min,1
224095,"0,22851666666666667",<30min,1
224292,"15,73945",<30min,1
224310,"7,926316666666667",<30min,1
224353,"0,0",<30min,1
224365,"5723,27715",>24h,7
224435,"137,37468333333334",1-3h,3
224535,"0,6325333333333333",<30min,1
224714,"795,1803166666667",12-24h,6
224726,"3,4866333333333333",<30min,1
224760,"30775,9575",>24h,7
224786,"649,21325",6-12h,5
224791,"125,3967",1-3h,3
224795,"0,0",<30min,1
224799,"64302,26485",>24h,7
224977,"1,0900500000000002",<30min,1
225244,"0,4231666666666667",<30min,1
225471,"16,14131666666667",<30min,1
225482,"2,814783333333333",<30min,1
225581,"10,887016666666666",<30min,1
225608,"0,0",<30min,1
225714,"0,0",<30min,1
225733,"0,0",<30min,1
225802,"0,5589833333333334",<30min,1
225889,"1300,4257833333334",12-24h,6
226113,"0,0",<30min,1
226120,"0,52485",<30min,1
226124,"0,0",<30min,1
226126,"0,0",<30min,1
226188,"0,32428333333333337",<30min,1
226253,"45,71685",30-60min,2
226310,"0,0",<30min,1
226319,"0,0",<30min,1
226375,"20,045433333333335",<30min,1
226378,"0,0",<30min,1
226441,"0,5075166666666667",<30min,1
226463,"0,00105",<30min,1
226619,"0,0",<30min,1
226667,"2925,6294333333335",>24h,7
226699,"1,0724166666666666",<30min,1
226704,"0,0",<30min,1
226710,"80868,49154999999",>24h,7
226741,"65186,9179",>24h,7
226819,"61,97841666666667",1-3h,3
226838,"0,0",<30min,1
226897,"14316,273033333333",>24h,7
226994,"0,0",<30min,1
227075,"618,0786166666666",6-12h,5
227081,"0,0",<30min,1
227109,"60348,35543333333",>24h,7
227126,"0,0",<30min,1
227138,"1,7018333333333333",<30min,1
227155,"1183,9797833333332",12-24h,6
227210,"1,1782666666666666",<30min,1
227259,"6,030466666666666",<30min,1
227282,"3,7695333333333334",<30min,1
227336,"676,18305",6-12h,5
227366,"0,54805",<30min,1
227452,"1,0171833333333333",<30min,1
227498,"0,0",<30min,1
227552,"15204,9679",>24h,7
227677,"0,0",<30min,1
227728,"11048,879383333335",>24h,7
227775,"721,6016500000001",12-24h,6
227841,"1,06545",<30min,1
227910,"0,0",<30min,1
227996,"0,0",<30min,1
228002,"3792,401083333333",>24h,7
228029,"0,2566",<30min,1
228090,"11,379116666666667",<30min,1
228161,"0,0",<30min,1
228298,"0,0",<30min,1
228350,"0,0",<30min,1
228408,"0,0",<30min,1
228454,"0,0",<30min,1
228457,"139,19331666666668",1-3h,3
228471,"5686,82505",>24h,7
228661,"6,021933333333333",<30min,1
228724,"3955,5922",>24h,7
228786,"2,9902666666666664",<30min,1
228854,"10998,763799999999",>24h,7
228876,"1,6205333333333334",<30min,1
228899,"90027,23393333334",>24h,7
229097,"93132,31533333333",>24h,7
229190,"10222,06865",>24h,7
229200,"3646,167183333333",>24h,7
229294,"13,682666666666668",<30min,1
229380,"36,769816666666664",30-60min,2
229470,"0,0",<30min,1
229475,"0,0",<30min,1
229479,"45541,789749999996",>24h,7
229492,"21273,469549999998",>24h,7
229514,"0,0",<30min,1
229597,"1,4202333333333332",<30min,1
229607,"0,2596",<30min,1
229657,"9529,1129",>24h,7
229690,"0,0",<30min,1
229839,"107,30761666666668",1-3h,3
229858,"0,0",<30min,1
229916,"31560,09576666667",>24h,7
229925,"0,0",<30min,1
230005,"20872,013883333337",>24h,7
230033,"0,0",<30min,1
230044,"1237,0740833333334",12-24h,6
230141,"0,0",<30min,1
230145,"17043,1223",>24h,7
230173,"645,7216000000001",6-12h,5
230243,"0,4673833333333333",<30min,1
230339,"2,4493333333333336",<30min,1
230430,"0,0",<30min,1
230435,"0,0",<30min,1
230490,"2,5325833333333336",<30min,1
230528,"0,7831166666666667",<30min,1
230536,"1579,8791833333335",>24h,7
230558,"2,202516666666667",<30min,1
230571,"0,0",<30min,1
230577,"13225,579633333335",>24h,7
230671,"3,4941166666666663",<30min,1
230699,"0,0",<30min,1
230845,"8598,508066666667",>24h,7
231004,"0,0",<30min,1
231014,"0,4723",<30min,1
231043,"0,0",<30min,1
231045,"0,0",<30min,1
231053,"0,0",<30min,1
231222,"34,92025",30-60min,2
231253,"4,942116666666666",<30min,1
231283,"1222,6003166666667",12-24h,6
231326,"0,0",<30min,1
231345,"0,0",<30min,1
231431,"0,0",<30min,1
231490,"0,0",<30min,1
231520,"0,0",<30min,1
231549,"0,29041666666666666",<30min,1
231554,"0,0",<30min,1
231586,"0,16096666666666665",<30min,1
231619,"0,0",<30min,1
231626,"35889,68758333333",>24h,7
231656,"1,4914999999999998",<30min,1
231739,"0,0",<30min,1
231768,"6,813266666666666",<30min,1
231785,"0,0",<30min,1
231834,"1,6402833333333333",<30min,1
231869,"2549,8422",>24h,7
231938,"1,6292666666666666",<30min,1
232011,"0,0",<30min,1
232121,"676,2651166666667",6-12h,5
232183,"2,4484166666666667",<30min,1
232261,"0,0",<30min,1
232298,"0,362",<30min,1
232307,"0,0",<30min,1
232438,"0,0",<30min,1
232445,"0,0",<30min,1
232476,"39452,15818333333",>24h,7
232510,"0,0",<30min,1
232520,"14342,161883333332",>24h,7
232525,"0,0",<30min,1
232557,"3,8758",<30min,1
232601,"1303,0858833333334",12-24h,6
232668,"10,952833333333333",<30min,1
232771,"1111,2229333333335",12-24h,6
232830,"0,0",<30min,1
232840,"3,9837833333333332",<30min,1
233006,"2,09425",<30min,1
233041,"0,0",<30min,1
233055,"0,44745",<30min,1
233100,"30024,5335",>24h,7
233103,"70498,33675",>24h,7
233287,"0,00015",<30min,1
233290,"0,40238333333333337",<30min,1
233386,"64848,95073333334",>24h,7
233439,"95742,9196",>24h,7
233440,"0,0",<30min,1
233462,"0,0",<30min,1
233465,"122766,30453333333",>24h,7
233513,"31,802616666666665",30-60min,2
233622,"0,0",<30min,1
233747,"1822,4600166666667",>24h,7
233760,"46106,34716666667",>24h,7
233773,"4,239633333333333",<30min,1
233844,"0,0",<30min,1
233869,"0,0",<30min,1
233877,"0,0",<30min,1
233946,"38228,671116666665",>24h,7
233961,"1327,4825166666667",12-24h,6
233964,"522,7025333333333",6-12h,5
233985,"0,5844",<30min,1
234138,"5,6566",<30min,1
234294,"0,0",<30min,1
234312,"4,52785",<30min,1
234355,"0,0",<30min,1
234368,"0,32685000000000003",<30min,1
234457,"0,0",<30min,1
234514,"0,0",<30min,1
234538,"23370,307583333335",>24h,7
234589,"39,175066666666666",30-60min,2
234698,"59460,56853333334",>24h,7
234757,"12,551733333333335",<30min,1
234788,"0,0",<30min,1
234902,"0,22501666666666667",<30min,1
234937,"0,0",<30min,1
234976,"0,0",<30min,1
234991,"617,9554499999999",6-12h,5
235044,"2,556",<30min,1
235136,"0,0",<30min,1
235139,"5274,4982666666665",>24h,7
235142,"71895,72136666666",>24h,7
235192,"10,059316666666666",<30min,1
235226,"5741,079066666667",>24h,7
235250,"10104,30175",>24h,7
235299,"0,0",<30min,1
235310,"0,0",<30min,1
235331,"70150,74368333333",>24h,7
235383,"1356,4863166666667",12-24h,6
235562,"26468,6567",>24h,7
235698,"0,0",<30min,1
235727,"16622,031766666667",>24h,7
235754,"7,561566666666667",<30min,1
235756,"13577,33465",>24h,7
235813,"0,0",<30min,1
235829,"396,98383333333334",6-12h,5
235976,"24992,900333333335",>24h,7
235985,"0,0",<30min,1
236093,"0,0",<30min,1
236095,"0,0",<30min,1
236102,"11,588433333333334",<30min,1
236108,"4,952766666666666",<30min,1
236129,"0,0",<30min,1
236180,"0,0",<30min,1
236186,"0,0",<30min,1
236189,"0,0",<30min,1
236221,"7,929183333333333",<30min,1
236222,"0,0",<30min,1
236252,"5,885566666666667",<30min,1
236336,"0,0002666666666666667",<30min,1
236381,"25,78035",<30min,1
236395,"0,0",<30min,1
236432,"0,0",<30min,1
236511,"9022,26235",>24h,7
236533,"0,0",<30min,1
236554,"4489,9463",>24h,7
236581,"711,5474833333334",6-12h,5
236593,"1239,4642166666667",12-24h,6
236628,"0,0",<30min,1
236654,"6,768366666666666",<30min,1
236676,"0,0",<30min,1
236731,"0,0",<30min,1
236857,"0,0",<30min,1
236919,"0,0",<30min,1
236978,"1356,0891666666669",12-24h,6
236983,"0,0",<30min,1
237032,"0,0",<30min,1
237038,"10230,0241",>24h,7
237055,"0,0",<30min,1
237089,"0,0",<30min,1
237106,"0,0",<30min,1
237108,"10,594583333333333",<30min,1
237111,"0,0",<30min,1
237308,"7559,6395999999995",>24h,7
237372,"0,0",<30min,1
237398,"0,0",<30min,1
237460,"742,7432333333333",12-24h,6
237554,"0,0",<30min,1
237560,"4812,8640000000005",>24h,7
237567,"2079,022033333333",>24h,7
237571,"9,246966666666667",<30min,1
237586,"13,1061",<30min,1
237629,"0,0",<30min,1
237686,"0,3172666666666667",<30min,1
237742,"0,0",<30min,1
237995,"0,0",<30min,1
238073,"0,0",<30min,1
238100,"0,15605",<30min,1
238113,"38,63285",30-60min,2
238162,"5,449916666666667",<30min,1
238195,"634,2605",6-12h,5
238287,"0,19801666666666667",<30min,1
238290,"0,0",<30min,1
238326,"0,0",<30min,1
238385,"0,0",<30min,1
238388,"5,527383333333333",<30min,1
238421,"0,0",<30min,1
238452,"0,0",<30min,1
238533,"7,881983333333333",<30min,1
238633,"0,1447",<30min,1
238697,"1,2830166666666665",<30min,1
238705,"0,0",<30min,1
238731,"8487,621333333334",>24h,7
238755,"0,9981666666666666",<30min,1
238798,"0,0",<30min,1
238826,"0,0",<30min,1
238855,"0,0",<30min,1
238974,"1,15045",<30min,1
238977,"19,951466666666665",<30min,1
238996,"0,0",<30min,1
239043,"0,0",<30min,1
239052,"0,0",<30min,1
239059,"0,0",<30min,1
239184,"17220,422533333334",>24h,7
239195,"4399,562966666666",>24h,7
239274,"6839,461883333333",>24h,7
239282,"19201,87015",>24h,7
239328,"32,97111666666667",30-60min,2
239373,"0,0",<30min,1
239436,"542,2593166666667",6-12h,5
239454,"0,0",<30min,1
239577,"37439,99773333334",>24h,7
239711,"3,0891666666666664",<30min,1
239740,"0,5824666666666667",<30min,1
239766,"3846,9243166666665",>24h,7
239807,"1,8302166666666666",<30min,1
239843,"0,0",<30min,1
239881,"1650,6094166666667",>24h,7
239947,"0,0",<30min,1
240028,"5,246783333333334",<30min,1
240096,"25,118550000000003",<30min,1
240158,"10005,730133333333",>24h,7
240344,"3,7492",<30min,1
240351,"1392,6876333333335",12-24h,6
240355,"44,07645",30-60min,2
240360,"728,1723666666666",12-24h,6
240379,"3940,8992",>24h,7
240382,"17,48595",<30min,1
240401,"0,3469",<30min,1
240439,"0,5912333333333333",<30min,1
240541,"11728,58295",>24h,7
240675,"0,0",<30min,1
240743,"0,4874833333333333",<30min,1
240746,"0,0",<30min,1
240763,"28424,802316666664",>24h,7
240775,"2,077",<30min,1
240834,"43,812866666666665",30-60min,2
240968,"75,32549999999999",1-3h,3
240997,"1,0554666666666668",<30min,1
241033,"4413,465733333333",>24h,7
241105,"0,0",<30min,1
241113,"5,605616666666666",<30min,1
241202,"9469,874966666666",>24h,7
241270,"66723,9633",>24h,7
241377,"6,63665",<30min,1
241488,"0,0",<30min,1
241578,"36,09315",30-60min,2
241601,"0,0005166666666666667",<30min,1
241640,"8928,134533333334",>24h,7
241676,"18,630966666666666",<30min,1
241756,"2952,942",>24h,7
241768,"0,0",<30min,1
241840,"0,0",<30min,1
241848,"6,2757",<30min,1
241872,"0,0",<30min,1
241898,"3,5612500000000002",<30min,1
241932,"0,0",<30min,1
241977,"23,1529",<30min,1
241982,"0,9019333333333334",<30min,1
241991,"9461,742416666668",>24h,7
242035,"0,0",<30min,1
242085,"2,3564333333333334",<30min,1
242130,"0,27395",<30min,1
242427,"1484,577",>24h,7
242429,"22919,00765",>24h,7
242430,"9,78815",<30min,1
242438,"0,0",<30min,1
242465,"0,25885",<30min,1
242496,"0,0",<30min,1
242539,"0,0",<30min,1
242555,"92,70963333333334",1-3h,3
242564,"0,0",<30min,1
242691,"0,0",<30min,1
242848,"5324,847366666667",>24h,7
242862,"72,46163333333334",1-3h,3
242968,"5,900333333333333",<30min,1
242994,"4365,536816666667",>24h,7
243003,"0,11410000000000001",<30min,1
243091,"0,0",<30min,1
243108,"0,0",<30min,1
243161,"0,14583333333333334",<30min,1
243313,"3538,2000166666667",>24h,7
243317,"0,0",<30min,1
243397,"1,8519",<30min,1
243400,"0,0",<30min,1
243417,"26498,581766666666",>24h,7
243450,"0,0",<30min,1
243486,"28,862133333333336",<30min,1
243490,"0,0",<30min,1
243564,"1,0297166666666666",<30min,1
243663,"713,8193333333334",6-12h,5
243726,"0,0",<30min,1
243748,"0,0",<30min,1
243810,"0,0",<30min,1
243903,"0,0",<30min,1
243968,"2,4669000000000003",<30min,1
244056,"0,0",<30min,1
244126,"10238,457183333334",>24h,7
244228,"0,0",<30min,1
244253,"0,0",<30min,1
244369,"0,0",<30min,1
244380,"0,0",<30min,1
244388,"13,992383333333333",<30min,1
244460,"68016,98771666667",>24h,7
244498,"1,2358833333333334",<30min,1
244598,"0,0",<30min,1
244620,"37574,00456666667",>24h,7
244663,"1478,4948333333334",>24h,7
244668,"1,5041",<30min,1
244674,"0,0",<30min,1
244807,"0,0",<30min,1
244822,"36,05331666666667",30-60min,2
244832,"7,417599999999999",<30min,1
244848,"18415,170700000002",>24h,7
244863,"33372,173866666664",>24h,7
244918,"1,6205166666666666",<30min,1
244951,"0,0",<30min,1
244989,"24950,683399999998",>24h,7
245077,"1407,6639",12-24h,6
245113,"0,0",<30min,1
245178,"4,019266666666667",<30min,1
245193,"0,0",<30min,1
245324,"0,0",<30min,1
245327,"11516,617250000001",>24h,7
245416,"6661,943450000001",>24h,7
245445,"0,0",<30min,1
245467,"4003,5566666666664",>24h,7
245559,"503,2480166666667",6-12h,5
245583,"0,0",<30min,1
245595,"4,383583333333333",<30min,1
245658,"154,13458333333335",1-3h,3
245673,"26,806533333333334",<30min,1
245681,"14640,423",>24h,7
245758,"4,257933333333333",<30min,1
245789,"0,0",<30min,1
245810,"76546,4324",>24h,7
246139,"16349,6269",>24h,7
246239,"0,0",<30min,1
246289,"0,0",<30min,1
246325,"3,926483333333333",<30min,1
246418,"27,626283333333333",<30min,1
246506,"89214,63421666667",>24h,7
246542,"10593,900816666666",>24h,7
246615,"2,897183333333333",<30min,1
246842,"0,0",<30min,1
246843,"1,3412333333333335",<30min,1
246861,"1,1036666666666666",<30min,1
246890,"785,3860833333333",12-24h,6
246937,"1648,3235833333333",>24h,7
246954,"0,0",<30min,1
247012,"0,0",<30min,1
247159,"30069,45215",>24h,7
247168,"0,0",<30min,1
247185,"0,0",<30min,1
247229,"26449,41875",>24h,7
247249,"963,9796666666666",12-24h,6
247252,"8,143650000000001",<30min,1
247263,"24319,930633333333",>24h,7
247345,"0,0",<30min,1
247371,"168,06665",1-3h,3
247398,"0,0",<30min,1
247452,"255,61816666666667",3-6h,4
247457,"31535,5249",>24h,7
247596,"20234,97945",>24h,7
247766,"88066,75628333334",>24h,7
247863,"21506,164999999997",>24h,7
247872,"9,017733333333332",<30min,1
247913,"1197,7938499999998",12-24h,6
247973,"2936,68945",>24h,7
247982,"0,0",<30min,1
248002,"0,0",<30min,1
248078,"33106,95876666667",>24h,7
248104,"4,76865",<30min,1
248112,"89163,53553333334",>24h,7
248118,"29,590700000000002",<30min,1
248130,"2,9369666666666663",<30min,1
248216,"0,5312833333333333",<30min,1
248228,"0,0",<30min,1
248252,"0,0",<30min,1
248344,"0,7715",<30min,1
248423,"32123,92995",>24h,7
248442,"0,0",<30min,1
248480,"2,0480666666666667",<30min,1
248492,"0,0",<30min,1
248504,"3,3103833333333332",<30min,1
248512,"4,513916666666666",<30min,1
248600,"0,0",<30min,1
248655,"22542,539050000003",>24h,7
248693,"119321,90181666666",>24h,7
248826,"0,0",<30min,1
249131,"37,7896",30-60min,2
249195,"0,0",<30min,1
249217,"0,0",<30min,1
249222,"0,0",<30min,1
249242,"0,0",<30min,1
249325,"0,0",<30min,1
249371,"229,2686",3-6h,4
249493,"0,0",<30min,1
249496,"6,425883333333333",<30min,1
249602,"0,0",<30min,1
249610,"125757,38763333335",>24h,7
249619,"0,0",<30min,1
249622,"0,0",<30min,1
249647,"0,0",<30min,1
249680,"9,459866666666667",<30min,1
249758,"0,0",<30min,1
249783,"104307,17356666666",>24h,7
249923,"3,775116666666667",<30min,1
249932,"2,0444833333333334",<30min,1
249934,"0,0",<30min,1
250027,"0,0",<30min,1
250075,"0,0",<30min,1
250144,"0,0",<30min,1
250191,"2101,8126333333335",>24h,7
250192,"1336,1639333333333",12-24h,6
250552,"1245,2769666666668",12-24h,6
250571,"0,0",<30min,1
250636,"0,0",<30min,1
250752,"0,0",<30min,1
250754,"0,0",<30min,1
250783,"0,0",<30min,1
250814,"21319,11785",>24h,7
250886,"0,06558333333333334",<30min,1
250889,"0,0",<30min,1
250933,"67231,44031666667",>24h,7
251065,"0,0",<30min,1
251153,"2,2111333333333336",<30min,1
251169,"0,0",<30min,1
251211,"0,6136833333333332",<30min,1
251276,"753,0606166666668",12-24h,6
251378,"0,98935",<30min,1
251380,"0,0",<30min,1
251393,"0,0",<30min,1
251410,"0,0",<30min,1
251532,"0,0",<30min,1
251631,"0,0",<30min,1
251655,"0,0",<30min,1
251708,"0,0",<30min,1
251760,"10,696833333333332",<30min,1
251810,"4,2455",<30min,1
251821,"5,8796333333333335",<30min,1
251845,"12,9949",<30min,1
251926,"0,0",<30min,1
252001,"0,0",<30min,1
252003,"14627,1427",>24h,7
252033,"0,0",<30min,1
252061,"16,242966666666668",<30min,1
252062,"0,0",<30min,1
252123,"0,0",<30min,1
252230,"0,0",<30min,1
252275,"65277,65516666667",>24h,7
252276,"29202,191033333333",>24h,7
252279,"56889,09408333334",>24h,7
252306,"0,0",<30min,1
252365,"0,0",<30min,1
252386,"0,0",<30min,1
252425,"1,5177166666666666",<30min,1
252427,"0,0",<30min,1
252432,"0,0",<30min,1
252520,"28574,175933333336",>24h,7
252579,"0,0",<30min,1
252625,"0,0",<30min,1
252651,"204,58748333333332",3-6h,4
252654,"0,0",<30min,1
252664,"0,0",<30min,1
252781,"148210,25453333333",>24h,7
252839,"0,0",<30min,1
252899,"3021,959533333333",>24h,7
252915,"0,20173333333333332",<30min,1
252944,"1,98435",<30min,1
252960,"1,8818666666666668",<30min,1
252980,"0,0",<30min,1
252991,"723,0791",12-24h,6
253020,"4,658616666666666",<30min,1
253132,"60492,025400000006",>24h,7
253133,"28,367",<30min,1
253145,"0,26561666666666667",<30min,1
253178,"0,0",<30min,1
253179,"0,0",<30min,1
253269,"0,0",<30min,1
253278,"0,0",<30min,1
